UserID,Role,KnownSkills,RequiredSkills,RoleDescription
U101564,Scrum Master,"Retrospectives, Sprint Planning, Team Facilitation","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101565,Scrum Master,"Scrum, Agile","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101566,Frontend Developer,"Redux, TypeScript, JavaScript, HTML","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101567,Full Stack Developer,MongoDB,"JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101568,Full Stack Developer,"Node.js, JavaScript","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101569,Scrum Master,"Scrum, Sprint Planning, Retrospectives","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101570,Site Reliability Engineer,"Prometheus, SLAs, Kubernetes, Incident Management","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101571,AI Engineer,"Deep Learning, TensorFlow, Neural Networks, Python","Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U101572,Database Administrator,"MongoDB, Backup & Recovery, SQL, Performance Tuning","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101573,Cloud Engineer,IAM,"AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U101574,DevOps Engineer,"CI/CD, Kubernetes, AWS, Docker, Linux","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U101575,Cloud Engineer,Docker,"AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U101576,Frontend Developer,JavaScript,"HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101577,UI/UX Designer,"User Research, Prototyping, Adobe XD, Figma","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101578,Product Manager,"Analytics, Wireframing, Stakeholder Communication, User Stories","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101579,QA Engineer,"Automation, Postman","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U101580,Business Analyst,Power BI,"Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101581,UI/UX Designer,"User Research, Wireframing, Prototyping, Sketch, Adobe XD","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101582,Mobile App Developer,"Swift, Kotlin, Flutter, Xcode","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101583,Cybersecurity Analyst,"Encryption, Network Security, Python, Firewalls","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101584,Blockchain Developer,"Smart Contracts, Ethereum","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101585,Cybersecurity Analyst,"Python, SIEM","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101586,Blockchain Developer,Smart Contracts,"Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101587,Cloud Engineer,IAM,"AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U101588,QA Engineer,"Automation, TestNG, Selenium, Manual Testing, Postman","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U101589,Full Stack Developer,"MongoDB, JavaScript, HTML, Node.js","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101590,Site Reliability Engineer,"Kubernetes, Prometheus","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101591,QA Engineer,"Automation, TestNG","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U101592,UI/UX Designer,Figma,"Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101593,UI/UX Designer,Figma,"Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101594,Database Administrator,"SQL, MySQL, Backup & Recovery, MongoDB","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101595,Machine Learning Engineer,"Scikit-learn, Python","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101596,Frontend Developer,"React, Redux, JavaScript, TypeScript, HTML","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101597,Blockchain Developer,"Ethereum, Crypto Wallets, Solidity, Truffle, Web3.js","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101598,DevOps Engineer,"Docker, CI/CD, Linux","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U101599,UI/UX Designer,"Prototyping, Wireframing, Figma, Sketch","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101600,Machine Learning Engineer,"Python, Scikit-learn, MLflow","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101601,Product Manager,"Wireframing, User Stories, MVP, Roadmapping","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101602,Data Engineer,"Hadoop, ETL, Airflow, SQL","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101603,UI/UX Designer,"User Research, Adobe XD, Figma","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101604,DevOps Engineer,"Kubernetes, AWS, Terraform","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U101605,Game Developer,"Unity, C#, Game Physics, Blender, 3D Modeling","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101606,Game Developer,"Blender, C#, Game Physics, Unreal Engine","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101607,DevOps Engineer,"Kubernetes, CI/CD","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U101608,Mobile App Developer,"React Native, Kotlin, Xcode","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101609,Product Manager,"Stakeholder Communication, Roadmapping, Wireframing","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101610,DevOps Engineer,Docker,"Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U101611,Database Administrator,"MySQL, SQL, Performance Tuning, MongoDB, Backup & Recovery","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101612,Site Reliability Engineer,"Kubernetes, Grafana, Incident Management, Monitoring","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101613,QA Engineer,"Selenium, TestNG, Postman, JUnit","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U101614,Scrum Master,"Scrum, Jira, Sprint Planning, Agile, Team Facilitation","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101615,Full Stack Developer,"MongoDB, Express.js, HTML, JavaScript","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101616,Mobile App Developer,"Swift, Flutter","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101617,Machine Learning Engineer,"TensorFlow, PyTorch, Model Deployment","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101618,UI/UX Designer,"User Research, Prototyping, Adobe XD, Sketch, Wireframing","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101619,Cloud Engineer,"Linux, Azure, IAM, CloudFormation","AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U101620,Blockchain Developer,"Solidity, Web3.js, Ethereum, Smart Contracts","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101621,Business Analyst,"Excel, Business Strategy, Stakeholder Management","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101622,Blockchain Developer,"Smart Contracts, Web3.js","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101623,Frontend Developer,"TypeScript, CSS, Redux, JavaScript, React","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101624,Mobile App Developer,React Native,"Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101625,Data Scientist,"Python, Pandas","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U101626,UI/UX Designer,"Figma, Wireframing, Adobe XD, Prototyping, Sketch","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101627,Mobile App Developer,"React Native, Kotlin, Swift, Java","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101628,Full Stack Developer,"JavaScript, HTML, Node.js, React","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101629,Game Developer,"3D Modeling, Unreal Engine, C#","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101630,Mobile App Developer,"Java, Swift, Kotlin, React Native","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101631,Database Administrator,"Oracle, Backup & Recovery, SQL","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101632,Scrum Master,"Scrum, Jira, Retrospectives","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101633,Product Manager,"Analytics, User Stories, Wireframing, MVP, Roadmapping","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101634,UI/UX Designer,"Adobe XD, Figma, Prototyping, Wireframing, Sketch","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101635,Backend Developer,Hibernate,"Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U101636,UI/UX Designer,"Prototyping, User Research","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101637,Frontend Developer,"React, HTML, CSS","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101638,UI/UX Designer,"Wireframing, User Research, Sketch","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101639,Site Reliability Engineer,"Grafana, Kubernetes, Prometheus","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101640,Full Stack Developer,"Node.js, JavaScript, HTML","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101641,Game Developer,"3D Modeling, Unreal Engine, C#, Game Physics","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101642,Cloud Engineer,"AWS, Linux, Docker","AWS, Azure, CloudFormation, Docker, Linux, IAM","Cloud Engineer is responsible for key tasks in software engineering involving AWS, Azure, CloudFormation and more."
U101643,Full Stack Developer,"Node.js, MongoDB","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101644,Cybersecurity Analyst,"Python, SIEM","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101645,Business Analyst,"Tableau, Business Strategy, SQL, Excel","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101646,Business Analyst,Excel,"Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101647,Cybersecurity Analyst,"Firewalls, Python, SIEM, Network Security","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101648,Database Administrator,"Performance Tuning, Backup & Recovery, Oracle, SQL","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101649,Blockchain Developer,"Ethereum, Crypto Wallets, Solidity, Smart Contracts, Truffle","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101650,Mobile App Developer,"React Native, Xcode, Kotlin","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101651,Scrum Master,Team Facilitation,"Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101652,Frontend Developer,"TypeScript, React, Redux, CSS","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101653,Database Administrator,"Performance Tuning, Backup & Recovery, SQL, Oracle, MongoDB","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101654,Business Analyst,"Excel, SQL, Stakeholder Management","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101655,Product Manager,Stakeholder Communication,"Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101656,Mobile App Developer,Xcode,"Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101657,Data Engineer,"Apache Spark, SQL, Airflow, Python","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101658,Mobile App Developer,"Kotlin, Swift, Xcode, Flutter","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101659,Mobile App Developer,"React Native, Java, Swift, Xcode","Kotlin, Java, Swift, Flutter, React Native, Xcode","Mobile App Developer is responsible for key tasks in software engineering involving Kotlin, Java, Swift and more."
U101660,Blockchain Developer,"Smart Contracts, Web3.js, Ethereum, Solidity","Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101661,Full Stack Developer,"Node.js, JavaScript, React","JavaScript, Node.js, React, MongoDB, Express.js, HTML","Full Stack Developer is responsible for key tasks in software engineering involving JavaScript, Node.js, React and more."
U101662,Machine Learning Engineer,"TensorFlow, Scikit-learn","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101663,Machine Learning Engineer,"Scikit-learn, Model Deployment, MLflow, Python, PyTorch","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101664,Product Manager,"MVP, Wireframing, Stakeholder Communication, User Stories, Roadmapping","Roadmapping, User Stories, Wireframing, Stakeholder Communication, Analytics, MVP","Product Manager is responsible for key tasks in software engineering involving Roadmapping, User Stories, Wireframing and more."
U101665,Site Reliability Engineer,"Incident Management, Prometheus, Monitoring, Grafana, SLAs","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101666,Database Administrator,"MongoDB, Oracle, Performance Tuning, MySQL, SQL","SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101667,Site Reliability Engineer,"Grafana, SLAs, Incident Management, Prometheus, Kubernetes","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101668,Data Scientist,"Pandas, Matplotlib, Python, Scikit-learn","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U101669,Cybersecurity Analyst,Encryption,"Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101670,Site Reliability Engineer,"Prometheus, Incident Management","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101671,UI/UX Designer,"Wireframing, Sketch, Prototyping, Adobe XD, User Research","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101672,Game Developer,"3D Modeling, C#, Unreal Engine","Unity, C#, Unreal Engine, Blender, Game Physics, 3D Modeling","Game Developer is responsible for key tasks in software engineering involving Unity, C#, Unreal Engine and more."
U101673,Data Scientist,"TensorFlow, Scikit-learn, SQL, Matplotlib, Pandas","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U101674,Data Engineer,"Airflow, Python, ETL","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101675,Machine Learning Engineer,"Python, Model Deployment, TensorFlow, Scikit-learn","Python, PyTorch, TensorFlow, Scikit-learn, MLflow, Model Deployment","Machine Learning Engineer is responsible for key tasks in software engineering involving Python, PyTorch, TensorFlow and more."
U101676,QA Engineer,"Automation, JUnit, Postman, Manual Testing","Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U101677,UI/UX Designer,"Adobe XD, Sketch, Wireframing","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101678,Data Scientist,"Scikit-learn, Pandas, TensorFlow","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
U101679,Frontend Developer,"React, CSS","HTML, CSS, JavaScript, React, Redux, TypeScript","Frontend Developer is responsible for key tasks in software engineering involving HTML, CSS, JavaScript and more."
U101680,AI Engineer,NLP,"Deep Learning, Neural Networks, Python, TensorFlow, NLP, Computer Vision","AI Engineer is responsible for key tasks in software engineering involving Deep Learning, Neural Networks, Python and more."
U101681,Business Analyst,Excel,"Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101682,Database Administrator,Backup & Recovery,"SQL, Oracle, Backup & Recovery, Performance Tuning, MySQL, MongoDB","Database Administrator is responsible for key tasks in software engineering involving SQL, Oracle, Backup & Recovery and more."
U101683,Site Reliability Engineer,"Incident Management, Kubernetes, Monitoring, Prometheus, Grafana","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101684,QA Engineer,TestNG,"Selenium, Postman, TestNG, JUnit, Automation, Manual Testing","QA Engineer is responsible for key tasks in software engineering involving Selenium, Postman, TestNG and more."
U101685,Backend Developer,"Java, REST APIs","Java, Spring Boot, SQL, REST APIs, Hibernate, PostgreSQL","Backend Developer is responsible for key tasks in software engineering involving Java, Spring Boot, SQL and more."
U101686,Cybersecurity Analyst,"Python, SIEM, Threat Analysis, Firewalls","Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101687,Site Reliability Engineer,"Monitoring, Incident Management","Monitoring, Incident Management, SLAs, Prometheus, Grafana, Kubernetes","Site Reliability Engineer is responsible for key tasks in software engineering involving Monitoring, Incident Management, SLAs and more."
U101688,DevOps Engineer,"Linux, Docker, Kubernetes, CI/CD, Terraform","Docker, Kubernetes, CI/CD, Terraform, AWS, Linux","DevOps Engineer is responsible for key tasks in software engineering involving Docker, Kubernetes, CI/CD and more."
U101689,Data Engineer,"Apache Spark, Airflow, Hadoop, ETL, Python","SQL, ETL, Apache Spark, Hadoop, Python, Airflow","Data Engineer is responsible for key tasks in software engineering involving SQL, ETL, Apache Spark and more."
U101690,Scrum Master,"Retrospectives, Team Facilitation, Jira, Scrum","Agile, Scrum, Jira, Team Facilitation, Sprint Planning, Retrospectives","Scrum Master is responsible for key tasks in software engineering involving Agile, Scrum, Jira and more."
U101691,UI/UX Designer,"User Research, Wireframing, Prototyping","Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101692,Cybersecurity Analyst,Encryption,"Network Security, Firewalls, SIEM, Threat Analysis, Encryption, Python","Cybersecurity Analyst is responsible for key tasks in software engineering involving Network Security, Firewalls, SIEM and more."
U101693,UI/UX Designer,Prototyping,"Figma, Sketch, Adobe XD, User Research, Prototyping, Wireframing","UI/UX Designer is responsible for key tasks in software engineering involving Figma, Sketch, Adobe XD and more."
U101694,Blockchain Developer,Truffle,"Solidity, Ethereum, Smart Contracts, Web3.js, Crypto Wallets, Truffle","Blockchain Developer is responsible for key tasks in software engineering involving Solidity, Ethereum, Smart Contracts and more."
U101695,Business Analyst,"Excel, Business Strategy, SQL, Stakeholder Management, Tableau","Excel, SQL, Power BI, Tableau, Business Strategy, Stakeholder Management","Business Analyst is responsible for key tasks in software engineering involving Excel, SQL, Power BI and more."
U101696,Data Scientist,"Pandas, Python","Python, Pandas, TensorFlow, Scikit-learn, SQL, Matplotlib","Data Scientist is responsible for key tasks in software engineering involving Python, Pandas, TensorFlow and more."
